listing_id,title,description,listing_type,property_type,category_original,district,location,address,price_lkr,price_basis,sale_total_price_lkr,rent_monthly_lkr,bedrooms,bathrooms,land_size_perches,house_size_sqft,property_size_sqft,land_type,property_subtype,features,posted_date,deactivation_date,geo_region,is_verified,membership_level,member_since,contact_number
miigmuv-miirigm-251-prdhaan-paartt-muhunnlaa-vyaapaarik-iddm-for-sale-gampaha-11,මීගමුව - මීරිගම 251 ප්‍රධාන පාරට මුහුණලා ව්‍යාපාරික ඉඩම්,Ideal investment opportunity to invest in commercial and residential property. ✅Walking Distance to Katana Town ✅10 minutes drive to Negombo Town. ✅10 minutes drive to OK...,sale,land,Land For Sale,Gampaha,Negombo,Katana - Negombo,300000.0,per_perch,9795000.0,,,,32.65,,,"Commercial, Residential",,,2023-01-17,2023-03-18,LK-12,true,premium,August 2022,Not mentioned in ad
land-for-sale-in-kottawa-for-sale-colombo-2755,Land for Sale in Kottawa,Land For Sale In kottawa piliyandala Road 296 500m to kottawa piliyandala Road 296 . 1km to maharagama piliyandala Road . 4km to Maharagama town . 4km to kottawa Highle...,sale,land,Land For Sale,Colombo,Kottawa,Kottawa piliyandala Road 296,1100000.0,per_perch,11000000.0,,,,10.0,,,Residential,,,2023-02-18,2022-12-19,LK-11,true,premium,July 2016,Not mentioned in ad
house-rent-in-battaramulla-thalahena-for-rent-colombo,House Rent in Battaramulla (thalahena),*The property offers extensive living space along with a total of 4 rooms and 2 bathrooms. *natural surroundings and residential location with quiet & friendly neighborh...,rent,house,House Rentals,Colombo,Battaramulla,"dutugamunu road,Thalahena",45000.0,per_month,,45000.0,4,2,17.0,2000.0,,,,,2022-11-08,2023-01-07,LK-11,false,free,,Not mentioned in ad
170p-commercial-land-for-lease-in-hirimbura-road-galle-lc-1415-for-rent-galle,"170P Commercial Land for Lease in Hirimbura Road, Galle (LC 1415)","◼ Our Reference No. LC 1415 (Please quote this reference number when inquiring.) ➺ Rent Per Month - Rs. 300,000 (Negotiable) ➺ Land Extent - 170P ➺ Ideal for a Wareh...",rent,land,Land Rentals,Galle,Galle City,,3600000.0,per_year,,300000.0,,,170.0,,,"Commercial, Other",,,2023-02-03,2023-04-04,LK-31,true,premium,May 2016,Not mentioned in ad
daentt-pdinci-demhl-nivs-videsgtvn-baevin-vikinniimtt-kotte-for-sale-colombo,දැනට පදිංචි දෙමහල් නිවස විදේසගතවන බැවින් විකිණීමට Kotte,🔹4bedroom 🔹3bathroom 🔹Fully tiled 🔹Finishing roof 🔹Brick wall 🔹20ft road 🔹200m Pagoda road 🔹400m to Kotte junction 🔹Children can be applied to theAnanda Ba...,sale,house,Houses For Sale,Colombo,Kotte,Kotte Ananda Balika Mawatha .,55000000.0,total,55000000.0,,4,3,9.5,2380.0,,,,,2023-02-04,2022-12-06,LK-11,true,premium,July 2016,Not mentioned in ad
5-bedroom-villa-for-rent-in-ahangama-for-rent-galle,5 Bedroom Villa for Rent in Ahangama,Locally owned villa available for rent (Southern Heaven Villa) 5 bedrooms with private pool fully loaded with all necessary electrical appliances. Preferably looking t...,rent,holiday_rental,Holiday & Short-Term Rental,Galle,Ahangama,"Sri Wijaya Mavatha, Bogahawattha, Ahangama.",25000.0,per_night,,,5,5,,,,,Other,,2023-02-01,2023-04-01,LK-31,false,free,,Not mentioned in ad
commercial-building-for-rent-in-matara-ec27-for-rent-matara-1,Commercial Building for Rent in Matara | EC27,Commercial Building for Rent in Matara | EC27 Matara Godagama Ground floor 1400 Sq.ft Attached bathroom Small Panrty 2 Glass doors Fully tiled floor Commecial water line...,rent,commercial,Commercial Property Rentals,Matara,Matara City,Matara,75000.0,per_month,,75000.0,,,,,1400.0,,Building,,2022-11-30,2023-01-29,LK,true,premium,February 2019,Not mentioned in ad
commercial-building-for-sale-in-kalmunai-for-sale-ampara,Commercial Building for Sale in Kalmunai,This shop is near the kalmunai market The land is 52*11.5 Shop is 35*11.5,sale,commercial,Commercial Properties For Sale,Ampara,Kalmunai,kalmunai market,23500000.0,total,23500000.0,,,,,,402.0,,Building,,2023-02-16,2023-04-16,LK-52,false,free,,Not mentioned in ad
pol-leli-molk-kuliytt-polonnaruwa-for-rent-polonnaruwa,පොල් ලෙලි මොලක් කුලියට Polonnaruwa,පොල් ලෙලි කපන මැසිම සහ රයිසිය මැසිම සමග අනිකුත් උපකරන සහ භාන්ඩ. කමත සහා කැලි හොදන ටැංකි සකසා ඇත. විදෙස් ගත වන බැවින් බද්දට දෙනු ලැබේ. සියලුම මැසින් සදහා මාසිකව කුලිය 20...,rent,commercial,Commercial Property Rentals,Polonnaruwa,Polonnaruwa City,"no-1518,kadawalavewa,polonnaruwa",50000.0,per_month,,50000.0,,,,,1.0,,Factory / Workshop,,2023-03-01,2023-04-30,LK-72,false,free,,Not mentioned in ad
house-for-sale-in-dehiwala-for-sale-colombo-2195,House for Sale in Dehiwala,"House with 3 store 1 store 2 store With large income walking distance to 117 , 119",sale,house,Houses For Sale,Colombo,Dehiwala,Dehiwala Hill st nikape,55000000.0,total,55000000.0,,10,8,15.5,9050.0,,,,,2023-01-10,2022-11-06,LK-11,false,premium,January 2018,Not mentioned in ad
land-for-sale-in-meegoda-for-sale-colombo-905,Land for Sale in Meegoda,මීගොඩ ග්‍රීන් ගාඩ්න් ව්‍යාපෘතිය තුළ පිහිටි නේවාසික බිම් කොටස් කිහිපයක් විකිනීමට # හයිලෙවල් පාරට ඇවිදින දුරින් # මූලික ගෙවීමෙන් අනතුරුව ඉතිරිය පොලී රහිතව පහසු ගෙවීමෙ හැක...,sale,land,Land,Colombo,Meegoda,"මීගොඩ ,ග්‍රීන් ගාඩ්න්",3300000.0,total,3300000.0,,,,6.1,,,Residential,,,2022-11-23,2023-01-20,LK-11,true,premium,July 2022,Not mentioned in ad
im456-beach-front-hotel-sale-in-talalla-matara-for-sale-matara,"(IM456) Beach front Hotel Sale in Talalla, Matara","(IM456) Beach front Hotel Sale in Talalla, Matara HIGHLY RESIDENTIAL AREA Face to 20 Feet Road. 👉 20 PERCHES 👉 1900 SQFT ================================== Ground...",sale,commercial,Commercial Properties For Sale,Matara,Matara City,"Talalla, Matara",35000000.0,total,35000000.0,,,,,,2000.0,,Hotel,,2023-01-08,2023-03-09,LK,true,premium,April 2022,Not mentioned in ad
land-for-sale-kaanni-viittu-for-sale-vavuniya,Land for Sale Vavuniya,விலை 15lacham இல்லை // CONTACT செய்து உண்மையான விலையை அறிந்து கொள்ளவும்// வீடுடன் 1 ஏக்கர் காணி ஓமந்தை A9 வீதி யில் இருந்து 1KM தூரத்தில் POLICE STATION கு அருகாமையில்...,sale,land,Land For Sale,Vavuniya,Vavuniya City,omanthai,1500000.0,total,1500000.0,,,,160.0,,,"Residential, Other",,,2023-02-28,2023-04-27,LK-44,false,free,,Not mentioned in ad
land-with-bulding-for-rent-for-rent-nuwara-eliya,Land with Building for Rent Hatton,Â¥ 7 Km for Hatton Town Â¥ Open Tipe Cattle Shed 20 Cows Â¥ Srilanka Tipe 50 Cows Â¥ Small Cafe Shed Â¥ Storage Area Â¥ Electricity Facility Â¥ Water Facility Â¥ Road Facilit...,rent,land,Land Rentals,Nuwara Eliya,Hatton,AGROYA ESTATE ROZLLA HATTON,1200000.0,per_year,,100000.0,,,800.0,,,Agricultural,,,2022-12-14,2023-02-12,LK-23,false,free,,Not mentioned in ad
gust-house-for-sale-for-sale-hambantota,Gust House For Sale Hungama,කොළඹ කතරගම ප්‍රධාන මාර්ගයේ හුංගම කිවුල ප්‍රදේශයේ ප්‍රධාන මාර්ගයට එක් ඉඩමක් (30M) පිටුපසින් පිහිටා ඇත.දැනට අවුරැදු අටක් පුරා පවත්වාගෙන යනු ලබන ගෙස්ට් හවුස් එකකි.කාමර තුනක්...,sale,commercial,Commercial Properties For Sale,Hambantota,Ambalantota,Kiula Hungama,7800000.0,total,7800000.0,,,,,,1000.0,,Hotel,,2022-12-25,2023-02-23,LK-33,false,free,,Not mentioned in ad
house-with-land-for-sale-in-kilinochchi-for-sale-kilinochchi,Land with House for Sale in Kilinochchi,🔷 A9 வீதியில் இருந்து உட்புறமாக 500 மீட்டர் மட்டுமே. 🔷 அனைத்து கட்டுமான பணிகள் பூர்த்தியாகிய வீட்டுக் கட்டிடம். 🔷 வாழ்வாதாரத்திற்கும் வீட்டு தோட்டத்திற்கும் உகந்த ந...,sale,land,Land For Sale,Kilinochchi,Kilinochchi City,"No - 465, 03m குறுக்கு வீதி, ( iramaimadu, barathipuram kilinchchi )",8900000.0,total,8900000.0,,,,120.0,,,Residential,,,2022-12-08,2023-01-31,LK-42,false,free,,Not mentioned in ad
land-for-sale-in-akuressa-for-sale-matara-235,Land for Sale in Akuressa,Land sale in Akuressa - Matara Main Road- Facing to the Akuressa-matara Main Roard. - 4Km away from Akuressa Cargills Food City. - Surrounding with Relaxing Quiet Nature...,sale,land,Land,Matara,Akuressa,Paraduwa East,175000.0,per_perch,24675000.0,,,,141.0,,,"Agricultural, Commercial, Residential, Other",,,2022-10-26,2022-12-13,LK,false,free,,Not mentioned in ad
two-story-solar-electricity-house-rent-nugegoda-ebuldaniya-for-rent-colombo,two story solar electricity house rent nugegoda ebuldaniya,two story solar electricity house rent nugegoda udahanulla ebuldaniya....................... 4 Bedrooms 2 Bathrooms coomn Bathroom solar electricity 3 Bedrooms Ac and H...,rent,house,House Rentals,Colombo,Nugegoda,nugegoda ebuldaniya,135000.0,per_month,,135000.0,4,2,8.0,1900.0,,,,,2023-01-27,2023-03-28,LK-11,true,plus,August 2016,Not mentioned in ad
dmn-praadeeshiy-kumburu-iddmk-vikinniimtt-aet-for-sale-ampara,දමන ප්‍රාදේශිය කුඹුරු ඉඩමක් විකිණීමට ඇත,දමන ප්‍රාදේශිය කුඹුරු ඉඩම් යල මහ කන්න දෙකෙහිම වැඩ කල හැකි කුඹුරු ඉඩමක් විකිණීමට ඇත වැඩි විස්තර සඳහා,sale,land,Land For Sale,Ampara,Ampara City,අම්පාර දිස්ත්‍රික්කයේ දමන ප්‍රදේශය,2500000.0,per_acre,2500000.0,,,,160.0,,,Agricultural,,,2023-01-22,2023-03-23,LK-52,false,free,,Not mentioned in ad
water-front-08-acre-coconut-land-for-sale-alawwa-mirigama-for-sale-gampaha,Water Front 08 Acre Coconut Land for Sale Alawwa Mirigama,"Rs 13500000.00 per acre Negotiable… Address: Facing Alawwa -Mirigama Main Road Alawwa….. Land type: Agricultural, Commercial, Residential Land size: 8.0 acres Descrip...",sale,land,Land,Gampaha,Mirigama,Facing Alawwa -Mirigama Main Road Alawwa,13500000.0,per_acre,675000.0,,,,8.0,,,"Agricultural, Commercial, Residential",,,2022-11-19,2022-01-06,LK-12,true,premium,July 2016,Not mentioned in ad
thalawathugoda-specious-05-brhouse-for-sale-for-sale-colombo,"Thalawathugoda -Specious 05, BR,House for sale !","Thalawathugoda- Hokandara road. 05 bed room upstair house for sale, facing the main road In Thalawathugoda Hokandara road. Best opportunity invest on a valuable property...",sale,house,Houses For Sale,Colombo,Talawatugoda,Thalawathugoda- Hokandara Road,29000000.0,total,29000000.0,,5,5,10.5,5200.0,,,,,2023-01-12,2023-03-13,LK-11,true,plus,December 2016,Not mentioned in ad
luxury-house-for-sale-in-ja-ela-for-sale-gampaha-21,Luxury House for Sale in Ja Ela,"Brand New Modern Luxury 3 story House for sale in jaela, Precious park Housing scheme Near Jaela K zone 150 meters to Negombo road 300 meters to Kapuwatta Railway Stat...",sale,house,Houses For Sale,Gampaha,Ja-Ela,"Near jaela k zone , precious park housing sceme",33000000.0,total,33000000.0,,4,2,10.0,3500.0,,,,,2022-12-29,2023-02-27,LK-12,true,premium,January 2017,Not mentioned in ad
agnaa-neevaasik-iddmk-aturugiriyen-for-sale-colombo,අගනා නේවාසික ඉඩමක් අතුරුගිරියෙන්,අතුරුගිරිය ඔරැවල හංදියේ ආසන්නයේ අගනා නේවාසික බිම්කොටස් 2ක් විකිණීමට ඇත.සියලු පහසුකම් සමගින් මාස 18ක් ගෙවන්න ගන්න.අදම අමතන්න.,sale,land,Land For Sale,Colombo,Athurugiriya,අතුරුගිරිය,1050000.0,per_perch,6825000.0,,,,6.5,,,Residential,,,2023-02-28,2023-02-12,LK-11,true,premium,March 2022,Not mentioned in ad
room-for-rent-for-rent-kilinochchi-3,Room for Rent - Mulankavil Kilinochchi,Room for rent Room for rent mulankavil kilinochchi *யாழ்ப்பாணம் மன்னார் பிரதான வீதியில் இருந்தது 50 மீற்றர் *வீட்டில் இருந்து முழங்காவில் பொது வைத்திய சாலை 300 மீற்றர்...,rent,room_annex,Room & Annex Rentals,Kilinochchi,Kilinochchi City,Mannar road mulankavil Kilinochhi,20000.0,per_month,,20000.0,1,1,,,,,Portion,Private entrance,2022-11-19,2023-01-18,LK-42,false,free,,Not mentioned in ad
atigala-meegoda-land-for-sale-for-sale-colombo-1,Atigala Meegoda Land for Sale,🔥Near the town Meegoda 🔥Walking disdance for main RoaD 🔥Athurugiya town 30min 🔥water and Electric facilities,sale,land,Land,Colombo,Godagama,Atigala Road Meegoda,600000.0,per_perch,3900000.0,,,,6.5,,,"Residential, Other",,,2022-11-06,2023-01-05,LK-11,true,premium,July 2022,Not mentioned in ad
homagama-land-for-sale-for-sale-colombo-459,Homagama - Land for Sale,හෝමගම නගරයෙන් මිල ගනන් සාකච්ඡා කරවා ගන්න අමතන්න,sale,land,Land For Sale,Colombo,Homagama,Homagama,825000.0,per_perch,5775000.0,,,,7.0,,,Residential,,,2022-12-09,2023-02-07,LK-11,true,premium,July 2021,Not mentioned in ad
land-for-rent-for-rent-batticaloa-1,Land for rent Batticaloa,Near kokuvil tower Batticaloa Land with 10ft*10ft room with attached bathroom. Front gate 14ft length Parking Near pillaiyaradi Water supply and electricity availabl...,rent,land,Land Rentals,Batticaloa,Batticaloa City,"205/7 Sarvodaya Road,Batticaloa",120000.0,per_year,,10000.0,,,22.0,,,"Agricultural, Commercial, Residential, Other",,,2023-02-24,2023-04-25,LK-51,false,free,,Not mentioned in ad
valuable-land-plots-seeduwa-for-sale-gampaha,Valuable Land Plots Seeduwa,🟣කටුනායක අධිවේගී මාර්ග පිවිසුමට නුදුරින් බිම් කොටසක් ---------------------------------- 🧬සීදුව හංදියට - 4.5 Km 🧬සීදුව දුම්රිය ස්ථානයට විනාඩි 15න් 🧬කටුනායක ගුවන් තොටු...,sale,land,Land For Sale,Gampaha,Seeduwa,seeduwa,500000.0,per_perch,7000000.0,,,,14.0,,,"Residential, Other",,,2023-02-16,2023-04-17,LK-12,true,premium,May 2021,Not mentioned in ad
building-for-sale-trincomalee-for-sale-trincomalee-1,Building For Sale - Trincomalee,2 storey building located 900 m from the city centre 41.4 perch land Water and Electricity,sale,commercial,Commercial Properties For Sale,Trincomalee,Trincomalee City,"323/1, Ehamparam Road, Trincomalee",82000000.0,total,82000000.0,,,,,,7168.0,,Building,,2023-03-15,2022-10-22,LK-53,true,plus,July 2020,Not mentioned in ad
renting-out-a-building-for-rent-polonnaruwa,house for Rent in Polonnaruwa,"This ten room house is available for rent. 1KM distance to town Packing Facilities Attached bathroom facility for every room Furniture for rooms ( beds, tables , mirror...",rent,apartment,Apartment Rentals,Polonnaruwa,Polonnaruwa City,"Hasthi guest house , 1st cross lane , Newtown , Polonnaruwa",129999.0,per_month,,129999.0,10,10,,,1300.0,,,,2022-11-25,2023-01-24,LK-72,false,free,,Not mentioned in ad
two-bed-room-luxury-apartment-matara-for-sale-matara,Two Bed Room Luxury Apartment - Matara,"• Unfurnished Luxury Condominium Apartments comprises of Two A/C Bed rooms , One Living Room ,One Pantry , One Bathroom and a balcony for each. • Three handy sizes...",sale,apartment,Apartments For Sale,Matara,Matara City,"No.07 ,Welelgoda Road, Rahula Junction ,Matara . Sri Lanka",14500000.0,total,14500000.0,,2,1,,,805.0,,,,2022-10-29,2022-11-25,LK,false,free,,Not mentioned in ad
